Transaction_ID,Date,Customer_ID,Product_Category,Sales_Amount,Region
TXN-00397,2024-03-17,C-0497,Sports,26466.0,Chiangmai
TXN-00398,2024-10-28,C-0422,Fashion,6008.0,Chon Buri
TXN-00399,2024-02-21,C-0349,Home & Living,8761.0,Chon Buri
TXN-00400,2024-10-15,C-0944,Home & Living,41979.0,Khon Kaen
TXN-00401,2024-05-26,C-0933,Sports,18502.0,BKK
TXN-00402,2024-06-25,C-0167,Sports,30517.0,Chon Buri
TXN-00403,2024-05-15,C-0105,Electronics,16497.0,Khon Kaen
TXN-00404,2024-09-05,C-0224,Home & Living,48517.0,Chiangmai
TXN-00405,30-Aug-24,C-0159,Beauty,37794.0,Chonburi
TXN-00406,2024-05-21,C-0516,Sports,5515.0,Chonburi
TXN-00407,2024-11-12,C-0227,Electronics,3009.0,Bangkok
TXN-00408,2024-12-21,C-0852,Sports,47935.0,Khon Kaen
TXN-00409,2024-07-21,C-0193,Fashion,7127.0,Chon Buri
TXN-00410,2024-06-18,C-0815,Fashion,48039.0,Chonburi
TXN-00411,2024-01-26,C-0919,Fashion,42229.0,Krungthep
TXN-00412,2024-05-17,C-0573,Sports,28190.0,Chonburi
TXN-00413,2024-01-11,C-0629,Sports,12554.0,Bangkok
TXN-00414,2024-06-04,C-0707,Beauty,17333.0,Phuket 
TXN-00415,2024-09-08,C-0852,Electronics,49172.0,Khon Kaen
TXN-00416,2024/12/16,C-0976,Fashion,28905.0,Bangkok
TXN-00417,2024-04-26,C-0539,Beauty,13059.0,Khon Kaen
TXN-00418,2024-08-14,C-0867,Beauty,20370.0,Chiangmai
TXN-00419,2024-06-13,C-0545,Electronics,35834.0,Khon Kaen
TXN-00420,2024-08-01,C-0730,Sports,16474.0,Krungthep
TXN-00421,2024-02-15,C-0565,Home & Living,3700.0,Bangkok
TXN-00422,2024-04-18,C-0720,Electronics,31493.0,Krungthep
TXN-00423,2024-07-27,C-0775,Home & Living,29135.0,Bangkok
TXN-00424,2024-09-21,C-0822,Beauty,45645.0,Chiang Mai
TXN-00425,2024-01-29,C-0117,Beauty,18643.0,Chonburi
TXN-00426,2024/03/22,C-0428,Sports,3497.0,Phuket 
TXN-00427,2024-12-29,C-0472,Sports,12379.0,Phuket 
TXN-00428,2024-03-10,C-0939,Electronics,18370.0,Krungthep
TXN-00429,2024-09-25,C-0079,Fashion,,Bangkok
TXN-00430,2024-01-15,C-0120,Home & Living,27653.0,Phuket 
TXN-00431,2024-04-12,C-0839,Sports,18507.0,Chonburi
TXN-00432,07-May-24,C-0135,Sports,39761.0,Chon Buri
TXN-00433,2024-01-26,C-0946,Beauty,42105.0,Bangkok
TXN-00434,2024-12-26,C-0018,Beauty,15004.0,Chiangmai
TXN-00435,2024-07-07,C-0492,Beauty,46965.0,Chon Buri
TXN-00436,2024-09-15,C-0357,Electronics,4676.0,Khon Kaen
TXN-00437,2024-03-04,C-0320,Beauty,48220.0,Phuket 
TXN-00438,2024-05-03,C-0708,Home & Living,30688.0,Phuket 
TXN-00439,2024-10-31,C-0372,Electronics,42100.0,Chonburi
TXN-00440,2024-08-30,C-0143,Fashion,35984.0,Chiang Mai
TXN-00441,2024-06-28,C-0837,Sports,37046.0,Khon Kaen
TXN-00442,2024-05-12,C-0453,Fashion,,Krungthep
TXN-00443,2024/12/18,C-0912,Beauty,23199.0,Phuket 
TXN-00444,2024-01-15,C-0612,Fashion,10446.0,BKK
TXN-00445,2024-03-24,C-0536,Sports,49165.0,Phuket
TXN-00446,2024-04-19,C-0782,Electronics,35380.0,Phuket 
TXN-00447,2024-11-27,C-0994,Electronics,44604.0,Khon Kaen
TXN-00448,2024-04-15,C-0351,Beauty,26906.0,Bangkok
TXN-00449,2024-07-28,C-0177,Electronics,37941.0,Krungthep
TXN-00450,15-Dec-24,C-0727,Beauty,41878.0,Chiang Mai
TXN-00451,2024-03-08,C-0312,Electronics,23129.0,BKK
TXN-00452,2024-11-03,C-0030,Fashion,49521.0,Khon Kaen
TXN-00453,2024-04-24,C-0763,Fashion,24695.0,Chiangmai
TXN-00454,2024-06-05,C-0835,Beauty,49708.0,Bangkok
TXN-00455,2024-12-29,C-0122,Sports,44704.0,Chiang Mai
TXN-00456,2024-08-04,C-0228,Sports,10717.0,Phuket
TXN-00457,2024-06-27,C-0132,Beauty,11427.0,Chonburi
TXN-00458,2024-04-21,C-0878,Electronics,37520.0,Phuket
TXN-00459,2024-12-12,C-0711,Beauty,2034.0,Chonburi
TXN-00460,2024-11-15,C-0146,Beauty,19104.0,Chonburi
TXN-00461,22-Feb-24,C-0705,Fashion,32662.0,Krungthep
TXN-00462,2024-12-05,C-0233,Sports,25094.0,Phuket
TXN-00463,2024-07-10,C-0315,Beauty,9130.0,Krungthep
TXN-00464,2024-10-31,C-0129,Electronics,8593.0,Khon Kaen
TXN-00465,2024-06-01,C-0215,Home & Living,14806.0,Phuket
TXN-00466,2024/09/03,C-0134,Beauty,7750.0,BKK
TXN-00467,2024-05-21,C-0081,Home & Living,12206.0,Chiang Mai
TXN-00468,2024-05-21,C-0436,Fashion,48633.0,Chonburi
TXN-00469,2024-12-30,C-0708,Fashion,36549.0,Chonburi
TXN-00470,2024-11-29,C-0782,Beauty,49735.0,Phuket 
TXN-00471,2024-03-17,C-0803,Fashion,39772.0,Phuket 
TXN-00472,2024-05-03,C-0115,Electronics,24301.0,Chiang Mai
TXN-00473,2024-11-03,C-0080,Electronics,44031.0,Chiang Mai
TXN-00474,2024-06-12,C-0020,Fashion,41992.0,Phuket
TXN-00475,2024-01-14,C-0794,Sports,21325.0,Chiang Mai
TXN-00476,2024-05-31,C-0496,Electronics,35398.0,Bangkok
TXN-00477,2024-08-02,C-0776,Fashion,26974.0,Khon Kaen
TXN-00478,2024-01-19,C-0442,Beauty,30903.0,Chiang Mai
TXN-00479,2024-10-19,C-0044,Sports,29955.0,Chonburi
TXN-00480,2024-06-24,C-0202,Home & Living,12140.0,Phuket
TXN-00481,2024-04-23,C-0111,Electronics,718.0,Chiang Mai
TXN-00482,2024-11-22,C-0034,Home & Living,22392.0,Chiangmai
TXN-00483,2024-12-09,C-0813,Fashion,43504.0,BKK
TXN-00484,2024-06-02,C-0676,Sports,6943.0,Chiang Mai
TXN-00485,2024-12-02,C-0526,Electronics,43301.0,Phuket 
TXN-00486,2024-04-02,C-0608,Beauty,27911.0,Phuket 
TXN-00487,2024-08-29,C-0061,Beauty,42208.0,Chiangmai
TXN-00488,2024-05-12,C-0481,Beauty,15192.0,Phuket 
TXN-00489,2024-10-13,C-0122,Home & Living,41127.0,Chiang Mai
TXN-00490,2024-04-03,C-0931,Fashion,5776.0,Chiangmai
TXN-00491,2024-06-20,C-0260,Beauty,48482.0,Chon Buri
TXN-00492,2024-04-23,C-0045,Electronics,1996.0,Chonburi
TXN-00493,2024-06-06,C-0068,Fashion,16880.0,Chiang Mai
TXN-00494,2024-06-18,C-0309,Beauty,41492.0,BKK
TXN-00495,2024-10-26,C-0684,Home & Living,6461.0,Chiang Mai
TXN-00496,2024-03-01,C-0011,Fashion,1988.0,BKK
TXN-00497,2024-11-20,C-0773,Sports,43368.0,Phuket
TXN-00498,2024/11/13,C-0099,Home & Living,34010.0,Krungthep
TXN-00499,2024-04-09,C-0802,Beauty,11076.0,Khon Kaen
TXN-00500,2024-12-14,C-0127,Electronics,47886.0,Phuket 
TXN-00501,2024-06-01,C-0943,Fashion,11982.0,Chonburi
TXN-00502,2024-03-18,C-0617,Fashion,47213.0,Bangkok
TXN-00503,2024-04-12,C-0211,Electronics,21650.0,Chon Buri
TXN-00504,2024-10-18,C-0602,Sports,4747.0,Chiang Mai
TXN-00505,2024-08-22,C-0923,Electronics,14066.0,Chiang Mai
TXN-00506,2024-04-02,C-0205,Sports,30593.0,Phuket
TXN-00507,2024-09-06,C-0190,Electronics,40034.0,Phuket
TXN-00508,2024-03-31,C-0687,Home & Living,16352.0,BKK
TXN-00509,30-Jan-24,C-0360,Sports,30738.0,Phuket
TXN-00510,2024-05-20,C-0030,,7784.0,Phuket 
TXN-00511,2024-03-27,C-0093,Fashion,22209.0,Phuket 
TXN-00512,2024-03-22,C-0150,Home & Living,10937.0,Khon Kaen
TXN-00513,2024-02-15,C-0867,Fashion,47820.0,Chiangmai
TXN-00514,2024-08-10,C-0765,Beauty,951.0,BKK
TXN-00515,2024-07-25,C-0965,Electronics,45197.0,Bangkok
TXN-00516,2024-09-01,C-0285,Fashion,34563.0,BKK
TXN-00517,2024-01-20,C-0972,Electronics,25752.0,Krungthep
TXN-00518,2024-07-10,C-0594,Electronics,27834.0,Krungthep
TXN-00519,2024-06-13,C-0357,Fashion,47422.0,Chiang Mai
TXN-00520,2024-09-28,C-0361,Electronics,47410.0,Phuket 
TXN-00521,12-Dec-24,C-0165,Electronics,42907.0,Krungthep
TXN-00522,2024-05-07,C-0876,Home & Living,47342.0,Khon Kaen
TXN-00523,2024-06-25,C-0513,Fashion,32010.0,Phuket
TXN-00524,2024-02-22,C-0800,Sports,4418.0,Khon Kaen
TXN-00525,2024-10-28,C-0747,Beauty,26609.0,Chon Buri
TXN-00526,2024-02-03,C-0628,Fashion,48023.0,Chiangmai
TXN-00527,2024-06-01,C-0248,Home & Living,24314.0,Chon Buri
TXN-00528,2024-08-21,C-0518,Beauty,34025.0,Chiang Mai
TXN-00529,2024-11-01,C-0584,Electronics,29338.0,Khon Kaen
TXN-00530,2024-08-10,C-0070,Beauty,8630.0,Chiangmai
TXN-00531,2024-03-09,C-0102,Home & Living,17703.0,Phuket 
TXN-00532,2024-09-07,C-0840,Home & Living,38498.0,Chiangmai
TXN-00533,2024-04-06,C-0593,Fashion,7825.0,Krungthep
TXN-00534,25-Jul-24,C-0782,Sports,24516.0,BKK
TXN-00535,2024-04-24,C-0015,Electronics,22771.0,BKK
TXN-00536,2024-03-08,C-0542,Sports,16429.0,Khon Kaen
TXN-00537,2024-01-12,C-0223,Electronics,14268.0,Bangkok
TXN-00538,2024-03-27,C-0733,Beauty,22128.0,Bangkok
TXN-00539,2024-12-30,C-0197,Fashion,5354.0,Chiangmai
TXN-00540,2024-01-20,C-0988,Home & Living,46970.0,Khon Kaen
TXN-00541,2024-11-23,C-0289,Beauty,16538.0,Bangkok
TXN-00542,2024-09-30,C-0176,Electronics,22942.0,Chon Buri
TXN-00543,2024-10-31,C-0924,Sports,29642.0,BKK
TXN-00544,2024-12-04,C-0773,Sports,30015.0,Bangkok
TXN-00545,11-Jan-24,C-0551,Fashion,37739.0,BKK
TXN-00546,2024-02-29,C-0005,Electronics,2842.0,BKK
TXN-00547,2024-07-13,C-0997,Sports,10200.0,Krungthep
TXN-00548,2024-05-09,C-0743,Electronics,2200.0,Bangkok
TXN-00549,2024-03-19,C-0102,Beauty,24804.0,BKK
TXN-00550,2024-12-17,C-0947,Sports,47279.0,Chiangmai
TXN-00551,2024-06-03,C-0220,Fashion,47413.0,Chiang Mai
TXN-00552,2024-02-21,C-0943,Home & Living,42042.0,Phuket
TXN-00553,2024-05-18,C-0517,Beauty,47232.0,Chiang Mai
TXN-00554,2024-12-24,C-0872,Electronics,19825.0,Chon Buri
TXN-00555,2024-02-23,C-0725,Sports,46052.0,Phuket 
TXN-00556,2024-11-12,C-0487,Beauty,40309.0,Phuket 
TXN-00557,2024-02-28,C-0376,Home & Living,25680.0,Chiang Mai
TXN-00558,2024-09-11,C-0715,Home & Living,15436.0,Chon Buri
TXN-00559,2024-04-12,C-0604,Electronics,14371.0,Phuket
TXN-00560,2024-09-24,C-0190,Beauty,10223.0,Chiangmai
TXN-00561,2024-07-02,C-0451,Home & Living,17501.0,Chiangmai
TXN-00562,2024-05-31,C-0690,Fashion,33831.0,Phuket 
TXN-00563,2024-10-07,C-0981,Home & Living,34370.0,Phuket 
TXN-00564,2024-04-16,C-0110,Fashion,41031.0,BKK
TXN-00565,2024-09-03,C-0186,Fashion,23058.0,Chiang Mai
TXN-00566,02-Jan-24,C-0855,Fashion,38978.0,Chon Buri
TXN-00567,2024-02-15,C-0364,Beauty,21097.0,Bangkok
TXN-00568,2024-10-20,C-0389,Fashion,25271.0,BKK
TXN-00569,2024-03-17,C-0435,Electronics,32301.0,Khon Kaen
TXN-00570,2024/09/18,C-0220,Beauty,34921.0,Chonburi
TXN-00571,2024-02-21,C-0527,Fashion,32219.0,Phuket 
TXN-00572,2024-11-25,C-0234,Fashion,1432.0,Krungthep
TXN-00573,2024-05-31,C-0418,Fashion,4743.0,Chonburi
TXN-00574,2024/01/26,C-0116,Sports,20770.0,Bangkok
TXN-00575,2024-03-30,C-0780,Fashion,10336.0,Chiang Mai
TXN-00576,2024-05-28,C-0322,Electronics,48260.0,Bangkok
TXN-00577,2024-12-12,C-0127,Beauty,43098.0,Chonburi
TXN-00578,2024/02/29,C-0478,Fashion,33188.0,Phuket
TXN-00579,24-Jan-24,C-0113,Fashion,42353.0,Chonburi
TXN-00580,2024-03-11,C-0533,Home & Living,49406.0,Krungthep
TXN-00581,2024-03-28,C-0140,Beauty,34848.0,Phuket
TXN-00582,2024-08-12,C-0508,Fashion,49086.0,Chonburi
TXN-00583,2024-05-17,C-0781,Beauty,44031.0,BKK
TXN-00584,2024-02-17,C-0370,Home & Living,41551.0,Krungthep
TXN-00585,2024-06-24,C-0722,Fashion,22095.0,Chiang Mai
TXN-00586,2024-07-24,C-0296,Beauty,18291.0,Phuket 
TXN-00587,2024-08-21,C-0571,Beauty,35545.0,BKK
TXN-00588,2024-07-16,C-0740,Beauty,35740.0,Chiang Mai
TXN-00589,2024-09-01,C-0042,,4168.0,Chiangmai
TXN-00590,2024-11-28,C-0085,Electronics,34771.0,Chonburi
TXN-00591,2024-03-26,C-0336,Home & Living,17281.0,Chonburi
TXN-00592,2024-12-22,C-0506,Fashion,12472.0,Krungthep
TXN-00593,2024-03-22,C-0119,Fashion,43151.0,Bangkok
TXN-00594,2024-10-29,C-0395,Beauty,15464.0,Bangkok
TXN-00595,2024-10-18,C-0291,Home & Living,30388.0,Chonburi
TXN-00596,2024-04-02,C-0468,Sports,40420.0,BKK
TXN-00597,2024-07-02,C-0615,Home & Living,18684.0,Phuket
TXN-00598,2024-12-16,C-0754,Beauty,12952.0,Chiang Mai
TXN-00599,2024-03-07,C-0320,Fashion,4672.0,Phuket
TXN-00600,2024-09-06,C-0704,,9186.0,Phuket 
TXN-00601,2024-07-29,C-1000,Home & Living,4488.0,Chon Buri
TXN-00602,2024-02-02,C-0862,Beauty,16486.0,Chon Buri
TXN-00603,09-Jun-24,C-0455,Home & Living,38594.0,Chiang Mai
TXN-00604,2024-12-13,C-0232,Home & Living,6940.0,BKK
TXN-00605,2024-10-22,C-0568,Sports,3847.0,Chiang Mai
TXN-00606,2024-04-24,C-0418,Electronics,42043.0,Chiang Mai
TXN-00607,2024-12-08,C-0298,Electronics,31845.0,Chonburi
TXN-00608,2024-09-22,C-0876,Sports,5964.0,BKK
TXN-00609,2024-12-24,C-0439,Beauty,7045.0,BKK
TXN-00610,2024-08-09,C-0194,Home & Living,14589.0,Chiang Mai
TXN-00611,2024-05-07,C-0878,Beauty,20158.0,Phuket
TXN-00612,2024-12-05,C-0072,Home & Living,38623.0,Chon Buri
TXN-00613,2024-07-16,C-0917,Beauty,7808.0,Khon Kaen
TXN-00614,2024-10-12,C-0862,Fashion,29508.0,Chon Buri
TXN-00615,2024/11/09,C-0822,Electronics,13266.0,Chiang Mai
TXN-00616,2024-11-25,C-0488,Home & Living,42110.0,Khon Kaen
TXN-00617,2024-09-15,C-0962,Electronics,30401.0,Bangkok
TXN-00618,2024-09-10,C-0696,Fashion,16998.0,Chonburi
TXN-00619,2024-02-08,C-0377,Beauty,39910.0,Chonburi
TXN-00620,2024-06-13,C-0184,Fashion,41861.0,Phuket 
TXN-00621,2024/05/22,C-0014,Sports,33745.0,Phuket 
TXN-00622,2024-04-24,C-0691,Fashion,19096.0,Chiang Mai
TXN-00623,2024-07-12,C-0504,,20137.0,Phuket 
TXN-00624,2024/04/30,C-0689,Beauty,35377.0,Chon Buri
TXN-00625,2024-08-15,C-0108,Sports,18541.0,Phuket 
TXN-00626,2024/08/17,C-0406,Electronics,33468.0,Chonburi
TXN-00627,2024-09-12,C-0449,Fashion,29338.0,Phuket 
TXN-00628,2024-03-01,C-0536,Fashion,12439.0,Chonburi
TXN-00629,30-Nov-24,C-0675,Home & Living,21419.0,Chiang Mai
TXN-00630,2024-07-25,C-0693,Sports,33893.0,Krungthep
TXN-00631,2024-10-12,C-0088,Beauty,11190.0,Bangkok
TXN-00632,2024-02-16,C-0123,Beauty,28812.0,Chonburi
TXN-00633,2024-11-12,C-0147,Electronics,6697.0,Krungthep
TXN-00634,2024-09-17,C-0405,Sports,29545.0,Chiang Mai
TXN-00635,2024-12-01,C-0411,Home & Living,45520.0,BKK
TXN-00636,2024-06-23,C-0712,Home & Living,12470.0,Chonburi
TXN-00637,2024-01-28,C-0605,Beauty,7624.0,Bangkok
TXN-00638,2024-08-20,C-0105,Electronics,14473.0,Phuket
TXN-00639,2024-11-13,C-0760,Beauty,20513.0,Chiang Mai
TXN-00640,2024-12-02,C-0948,,35260.0,Chiang Mai
TXN-00641,2024-08-19,C-0914,Beauty,45375.0,Chon Buri
TXN-00642,2024-12-03,C-0173,Home & Living,40445.0,Bangkok
TXN-00643,2024-06-23,C-0067,Fashion,44532.0,Chiang Mai
TXN-00644,2024-11-20,C-0373,Fashion,10749.0,Chiangmai
TXN-00645,2024-05-29,C-0999,Fashion,26467.0,Bangkok
TXN-00646,2024-07-10,C-0204,Sports,10850.0,Chiangmai
TXN-00647,2024-01-24,C-0347,Beauty,10797.0,BKK
TXN-00648,2024-09-09,C-0206,Fashion,34347.0,Krungthep
TXN-00649,2024-07-28,C-0610,Electronics,43327.0,Phuket 
TXN-00650,2024-11-08,C-0865,Fashion,27822.0,Chiang Mai
TXN-00651,2024-03-02,C-0414,Beauty,18154.0,Chonburi
TXN-00652,2024-07-20,C-0126,Sports,17726.0,Phuket
TXN-00653,2024-04-07,C-0239,Fashion,20397.0,Chon Buri
TXN-00654,2024-02-25,C-0859,Electronics,20569.0,Phuket 
TXN-00655,2024-01-24,C-0435,Home & Living,23695.0,Khon Kaen
TXN-00656,2024-12-10,C-0743,Electronics,21166.0,Chiang Mai
TXN-00657,2024-08-18,C-0512,Beauty,28372.0,BKK
TXN-00658,2024-10-28,C-0286,Electronics,27836.0,Phuket
TXN-00659,2024-03-09,C-0784,,,Phuket
TXN-00660,2024-01-03,C-0731,Electronics,4124.0,Chon Buri
TXN-00661,2024-01-25,C-0785,Electronics,23674.0,Chiang Mai
TXN-00662,2024-08-09,C-0596,Sports,9670.0,Bangkok
TXN-00663,2024-09-04,C-0608,Beauty,18470.0,Chiangmai
TXN-00664,2024-03-31,C-0280,Home & Living,,Khon Kaen
TXN-00665,2024-03-29,C-0775,Beauty,14171.0,Phuket
TXN-00666,2024-03-06,C-0809,Sports,17272.0,Phuket
TXN-00667,2024-12-02,C-0821,Home & Living,24976.0,Phuket 
TXN-00668,2024-06-13,C-0660,Home & Living,28516.0,Khon Kaen
TXN-00669,2024-07-15,C-0966,Fashion,21844.0,Krungthep
TXN-00670,2024-11-07,C-0410,Beauty,48932.0,Bangkok
TXN-00671,2024-05-07,C-0365,Electronics,14588.0,Phuket 
TXN-00672,2024-06-24,C-0488,Home & Living,29342.0,Chonburi
TXN-00673,2024-08-19,C-0683,Electronics,7501.0,Chon Buri
TXN-00674,2024-03-11,C-0618,Beauty,11013.0,Khon Kaen
TXN-00675,2024-12-24,C-0973,Fashion,31936.0,Chiangmai
TXN-00676,2024-09-19,C-0415,Electronics,39358.0,Phuket 
TXN-00677,2024-12-25,C-0497,Home & Living,3514.0,Khon Kaen
TXN-00678,2024-06-09,C-0524,Fashion,26063.0,Bangkok
TXN-00679,2024-10-10,C-0286,Sports,46800.0,Krungthep
TXN-00680,2024-04-12,C-0151,Beauty,18859.0,Khon Kaen
TXN-00681,2024-12-31,C-0787,Fashion,38911.0,Chon Buri
TXN-00682,2024-06-25,C-0466,,7147.0,Krungthep
TXN-00683,2024-03-08,C-0111,Home & Living,22958.0,Khon Kaen
TXN-00684,2024-11-28,C-0126,,24712.0,Phuket 
TXN-00685,2024-04-01,C-0257,Electronics,19127.0,Chonburi
TXN-00686,2024-12-21,C-0502,Home & Living,9300.0,BKK
TXN-00687,2024-12-29,C-0510,Fashion,5348.0,Phuket
TXN-00688,2024-06-29,C-0237,Beauty,48501.0,Krungthep
TXN-00689,2024-10-25,C-0644,Electronics,10446.0,Chon Buri
TXN-00690,2024-12-07,C-0966,Beauty,39153.0,Krungthep
TXN-00691,2024-12-11,C-0138,Electronics,13606.0,Chon Buri
TXN-00692,2024-09-30,C-0031,Home & Living,29221.0,Chonburi
TXN-00693,2024-08-04,C-0102,Fashion,38034.0,Chonburi
TXN-00694,2024-09-24,C-0756,Sports,43799.0,Khon Kaen
TXN-00695,2024-07-14,C-0055,Sports,35301.0,Chon Buri
TXN-00696,2024/12/09,C-0851,Beauty,45691.0,Chiang Mai
TXN-00697,2024-05-16,C-0070,Home & Living,4956.0,Krungthep
TXN-00698,2024-03-23,C-0511,Sports,46326.0,Chonburi
TXN-00699,2024-12-15,C-0695,Beauty,21075.0,Chon Buri
TXN-00700,2024-02-01,C-0028,Beauty,24173.0,Chiangmai
TXN-00701,2024-05-31,C-0996,Beauty,29718.0,Bangkok
TXN-00702,04-Oct-24,C-0184,Fashion,14577.0,Chiang Mai
TXN-00703,2024-08-19,C-0392,Fashion,31192.0,Krungthep
TXN-00704,2024-12-11,C-0620,Electronics,24237.0,Chon Buri
TXN-00705,2024-04-24,C-0696,Electronics,44911.0,Khon Kaen
TXN-00706,2024-10-14,C-0335,Home & Living,17475.0,Chonburi
TXN-00707,2024-09-18,C-0157,Home & Living,49498.0,Phuket
TXN-00708,2024-12-22,C-0311,Home & Living,9692.0,Chon Buri
TXN-00709,06-Dec-24,C-0637,Electronics,27420.0,Phuket
TXN-00710,2024-07-14,C-0639,Sports,32373.0,Chon Buri
TXN-00711,2024-12-16,C-0099,Beauty,35129.0,Chiang Mai
TXN-00712,2024/10/09,C-0779,Home & Living,34071.0,Khon Kaen
TXN-00713,2024-05-08,C-0079,Sports,37574.0,Phuket
TXN-00714,2024-08-14,C-0677,Sports,2602.0,Bangkok
TXN-00715,2024-11-20,C-0770,Home & Living,21934.0,Khon Kaen
TXN-00716,2024-11-27,C-0533,Beauty,32744.0,Khon Kaen
TXN-00717,2024-10-28,C-0786,Sports,22372.0,Bangkok
TXN-00718,2024-11-04,C-0505,Beauty,48631.0,Chiang Mai
TXN-00719,2024-04-09,C-0812,Fashion,6538.0,Krungthep
TXN-00720,2024-03-31,C-0478,Home & Living,7861.0,Phuket
TXN-00721,2024-02-08,C-0207,Electronics,34152.0,Khon Kaen
TXN-00722,2024-03-29,C-0301,Sports,6249.0,Chonburi
TXN-00723,2024-03-02,C-0678,Electronics,31200.0,Chiang Mai
TXN-00724,2024-08-07,C-0510,Fashion,13010.0,Chon Buri
TXN-00725,2024-05-15,C-0503,Beauty,45323.0,Bangkok
TXN-00726,2024-10-26,C-0517,Electronics,18644.0,Khon Kaen
TXN-00727,2024-01-03,C-0268,Sports,48926.0,Chiang Mai
TXN-00728,2024-12-29,C-0556,Beauty,22155.0,Bangkok
TXN-00729,2024-01-21,C-0352,Home & Living,42956.0,Krungthep
TXN-00730,2024-06-14,C-0829,Fashion,30256.0,Chiang Mai
TXN-00731,2024-11-16,C-0881,Sports,45889.0,BKK
TXN-00732,2024-12-04,C-0554,Electronics,28837.0,Khon Kaen
TXN-00733,2024-10-20,C-0560,Sports,26810.0,Chiangmai
TXN-00734,2024-02-07,C-0019,Home & Living,916.0,Phuket
TXN-00735,2024-06-11,C-0976,Home & Living,26055.0,Phuket
TXN-00736,2024-04-04,C-0783,Beauty,,Chiang Mai
TXN-00737,2024-09-15,C-0033,Fashion,28493.0,BKK
TXN-00738,2024-10-05,C-0441,Fashion,15107.0,BKK
TXN-00739,2024-02-17,C-0902,Electronics,21905.0,Krungthep
TXN-00740,2024-04-19,C-0937,Home & Living,43335.0,Krungthep
TXN-00741,2024-06-18,C-0122,Electronics,38146.0,Phuket 
TXN-00742,2024-04-21,C-0393,Sports,47351.0,Chonburi
TXN-00743,2024-11-12,C-0461,Fashion,10501.0,Chiangmai
TXN-00744,2024-10-14,C-0323,Beauty,10217.0,Khon Kaen
TXN-00745,28-Nov-24,C-0874,Home & Living,12400.0,Phuket
TXN-00746,2024-12-08,C-0386,Fashion,35458.0,Khon Kaen
TXN-00747,2024-05-03,C-0454,Fashion,3085.0,Krungthep
TXN-00748,2024-11-10,C-0471,Electronics,35894.0,BKK
TXN-00749,2024-05-04,C-0037,Fashion,5039.0,Khon Kaen
TXN-00750,2024-12-15,C-0034,Beauty,21165.0,Khon Kaen
TXN-00751,2024-07-14,C-0182,Fashion,43633.0,Chiangmai
TXN-00752,2024-02-28,C-0571,Sports,20352.0,Chiangmai
TXN-00753,2024-10-03,C-0676,Beauty,18265.0,Chonburi
TXN-00754,2024-01-13,C-0882,Home & Living,14736.0,Krungthep
TXN-00755,2024-07-10,C-0799,Beauty,2288.0,Bangkok
TXN-00756,2024-09-17,C-0311,Home & Living,29312.0,Chonburi
TXN-00757,2024-01-23,C-0906,Fashion,25083.0,Bangkok
TXN-00758,2024-11-29,C-0724,Sports,49255.0,Krungthep
TXN-00759,2024/09/20,C-0169,Fashion,14169.0,Chiangmai
TXN-00760,2024-02-19,C-0504,Sports,29782.0,Phuket
TXN-00761,2024-10-02,C-0442,Electronics,13517.0,Bangkok
TXN-00762,2024/11/16,C-0138,Home & Living,25436.0,Bangkok
TXN-00763,2024-12-09,C-0320,Fashion,8669.0,Chiangmai
TXN-00764,2024-04-19,C-0733,Beauty,11975.0,Phuket 
TXN-00765,2024-08-05,C-0399,Home & Living,38399.0,Chonburi
TXN-00766,2024-04-15,C-0500,Fashion,8475.0,Khon Kaen
TXN-00767,2024-12-25,C-0783,Fashion,14238.0,Krungthep
TXN-00768,2024-08-10,C-0113,Electronics,32554.0,Chiang Mai
TXN-00769,2024-02-06,C-0583,Sports,23987.0,Chonburi
TXN-00770,19-Mar-24,C-0692,Fashion,21267.0,Phuket
TXN-00771,18-Jun-24,C-0503,Beauty,14284.0,Chonburi
TXN-00772,2024/02/07,C-0676,Fashion,33720.0,Chonburi
TXN-00773,2024-05-08,C-0568,Electronics,17230.0,Phuket
TXN-00774,2024-10-21,C-0702,Beauty,30446.0,Krungthep
TXN-00775,2024-05-12,C-0553,Electronics,,Bangkok
TXN-00776,2024-08-18,C-0586,Sports,28026.0,Chiangmai
TXN-00777,2024-08-09,C-0482,Sports,7057.0,Phuket 
TXN-00778,2024-07-18,C-0488,Fashion,20814.0,Chiang Mai
TXN-00779,30-Sep-24,C-0576,Beauty,28952.0,Chon Buri
TXN-00780,2024/11/12,C-0875,Electronics,43229.0,Chiangmai
TXN-00781,26-Oct-24,C-0161,Beauty,46454.0,BKK
TXN-00782,2024-02-07,C-0519,Sports,42677.0,Chonburi
TXN-00783,2024-09-14,C-0058,Beauty,31391.0,Khon Kaen
TXN-00784,2024-12-17,C-0401,Electronics,,Chiangmai
TXN-00785,2024-02-14,C-0270,Beauty,48316.0,Khon Kaen
TXN-00786,2024-08-12,C-0507,Beauty,21685.0,Chonburi
TXN-00787,04-Dec-24,C-0606,Electronics,16818.0,Chiangmai
TXN-00788,2024-03-21,C-0995,Electronics,1107.0,Krungthep
TXN-00789,2024-03-10,C-0387,Sports,10707.0,Chonburi
TXN-00790,2024-10-06,C-0632,Sports,31289.0,Phuket
TXN-00791,2024-11-20,C-0693,Sports,4509.0,Chiangmai
